id,message
567050,".*تم الوصول لأقصى حد للمكالمات التي لم تصلك. لمعرفتها كلم #3*010"
567052,"كلم #145*15* ببلاش وهيجيلك كول تون "تتر مسلسل البرنس"، يلا كلم #145*15* دلوقتي ببلاش. واستمتع بالكول تون بـ 5 ج/شهر."
567054,"لمعرفة 7 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
567056,"لمعرفة 4 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
567058,"المحاولة السابقه من عالنوتةب-60 قرش تخصم عند الشحن ولسة ليك 4 مرة عالنوتة"
567060,"لمعرفة 1 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
567062,"مبروك ليك هدايا كتير من اتصالات! كلم #2120* وليك يوم ببلاش مع خدمة المليونير من اتصالات و10 دقائق مكالمات مجانية فورية لاتصالات لمرة واحدة >مش بس كده< فرصة تكسب مليون جنيه يوم ببلاش بعدين بـ2جنيه لليوم"
567064,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567066,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567068,"بنفكرك انك كسبت 10 جنيه فلوس من فودافون كاش تستخدمها في شحن رصيدك. كلم #105* قبل 25-06-2020 واستمتع بهديتك."
567070,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567072,"مبروك كسبت10جنيه علي محفظة فودافون كاش كلم#105* و اشحن بيها رصيدك قبل 25-06-2020. لو مش مشترك افتح محفظة دلوقتي من مكانك ببطاقتك من خلال #9*. للخروج من العرض ببلاش كلم #0*105*."
567074,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567076,"ليك 10 دقائق مكالمات مجانيه لاتصالات لمرة واحدة كلم #5038*ببلاش وخد هديتك مش بس كده يلا نافس واكسب 20الف جنيه كاش من خدمة الليدر مع اتصالات ببلاش يوم بعدين جنيه لليوم كلم #5038*"
567078,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567080,"عيش علي تيكتوك براحتك مع اتصالات
دلوقتي هتتحاسب علي تيك توك  ب 1 ميجا X بس  في  باقات كونكت X لانه ضمن مواقع السوشيال.
مواقع السوشيال  لكونكت X هي فيسبوك، واتساب ، تيكتوك، انستجرام، تويتر، سنابشات، ماسنجر.
للاشتراك كلم #566*"
567082,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567084,"كلم #30*15* ببلاش وهيجيلك كول تون "عيش يا قلبي" لـ ابو، يلا كلم #30*15* دلوقتي ببلاش. واستمتع بالكول تون بـ 5 ج/شهر."
567086,"جالك 10 دقايق هدية من اتصالات!اطلب #٥١٣* عشان تستلمهم ببلاش واستخدمهم لآخر اليوم!الكورة رجعت تاني مع اتصالات سبورتس كل حاجه معاك لحظة بلحظة ،خليك في البيت و اطلب #٥١٣* وتابع كل اخبار الكورة واقوي ستوديوهات تحليلية لكل الاحداث ، مع اتصالات سبورتس..الكورة معانا .. لسه مكملة!"
567088,"باقات حكاية الجديدة بقت الضعف بسعر يبدأ من 35 جنيه شاملة الضريبة .ليك ضعف السوشيال على تطبيقات  فيس بوك ،  تيك توك ، الواتس اب و انستجرام  ده غير الضعف على الدقائق  لكل اتصالات طول الشهر ببلاش . كمان هتقدر تزود خطوط من عيلتك او صحابك على الباقة من غير مصاريف زيادة و تكلموا بعض ببلاش.  للتحويل كلم 525  او عن طريق تطبيق My Etisalat"
567090,"بنفكرك انك كسبت 10 جنيه فلوس من فودافون كاش تستخدمها في شحن رصيدك. كلم #105* قبل 20-06-2020 واستمتع بهديتك."
567092,"رد ب7 على 5555 و خلي اغنية " و انت معايا " لتامر حسني كول تونك من فودافون.تجدد تلقائيا"
567094,""فانكوفر" هي عاصمة المكسيك؟ 1=نعم، 2=لا. ابعت 1 أو 2 لـ 1616 مجانا!"
567095,"تعلم الإسكندر الأكبر الفلسفة و البلاغة والمعارف المختلفة على يد أرسطو وهو في الثالثة عشر من عمره."
567096,"انت مشترك في مسابقة جاوب واكسب! و بتستقبل اسئلة و رسايل يومية! تم خصم 3 جنيه! و كمان عندك فرصة تكسب 100,000 جنيه في اخر المسابقة."
567097,"مبروك كسبت10جنيه علي محفظة فودافون كاش كلم#105* و اشحن بيها رصيدك قبل 20-06-2020. لو مش مشترك افتح محفظة دلوقتي من مكانك ببطاقتك من خلال #9*. للخروج من العرض ببلاش كلم #0*105*."
567098,"ليك 10 دقائق مكالمات مجانيه لاتصالات لمرة واحدة كلم #5038*ببلاش وخد هديتك مش بس كده يلا نافس واكسب 20الف جنيه كاش من خدمة الليدر مع اتصالات ببلاش يوم بعدين جنيه لليوم كلم #5038*"
567099,"اقوى خصومات النت مع باقةSuperPass سوشيال، 
2800 سوبر ميجا بـ13جنيه بدل 25 لمدة شهرين  
الميجا سوشيال ب1 سوبرميجا و باقى المواقع ب2 سوبرميجا! كلّم 
*211#
العرض سارى الى 22/06"
567100,"عفوا لا يوجد لديك رصيد كافي لتجديد باقة فليكس
اكسب لحد 100,000جنيه زي ما كتير كسبوا. اشحن وجدد من #225*عشان تكسب"
567101,"أنت الان تستمتع ب 100 فليكس لمدة يوم. لمزيد من عروض 365 اطلب #365*"
567102,"عميلنا العزيز, نرجو التحقق من أن كلمة المرور تتكون من 8 أحرف علي الأقل و تحتوي علي رقم و رمز (@#$%&) و حرف كبير (A-Z) و حرف صغير (a-z)"
567103,"Dear Customer, Please verify that your password is at least 8 characters long and contains a number, symbol (@#$%&), upper case (A-Z) and lowercase (a-z) letter"
567104,"عميلنا العزيز, نرجو التحقق من أن كلمة المرور تتكون من 8 أحرف علي الأقل و تحتوي علي رقم و رمز (@#$%&) و حرف كبير (A-Z) و حرف صغير (a-z)"
567105,"Dear Customer, Please verify that your password is at least 8 characters long and contains a number, symbol (@#$%&), upper case (A-Z) and lowercase (a-z) letter"
567106,"عميلنا العزيز, نرجو التحقق من أن كلمة المرور تتكون من 8 أحرف علي الأقل و تحتوي علي رقم و رمز (@#$%&) و حرف كبير (A-Z) و حرف صغير (a-z)"
567107,"Dear Customer, Please verify that your password is at least 8 characters long and contains a number, symbol (@#$%&), upper case (A-Z) and lowercase (a-z) letter"
567108,"Dear Customer, your temp password is "11536701" .Please treat it as confidential, Vodafone Egypt will never ask you for it."
567109,"عميلنا العزيز، كلمة السر المؤقتة هي "11536701" . برجاء التعامل معها على أنها سرية، شركة فودافون مصر لن تطلبها منك أبدا."
567110,"اهلا بيك فى فودافون الشبكة رقم 1
ليك 400 ميجا انترنت ببلاش عن طريق أنا فودافون، كمان هتقدر تتابع استهلاكك و رصيدك وتشغل باقات الانترنت استخدم تطبيق Ana Vodafone مجانا
http://vf.eg/anavf 
أو كلم #2000* للاشتراك فى باقات الانترنت"
567111,"مبروك ليك هدايا كتير من اتصالات! كلم #5040* ببلاش وليك يوم ببلاش مع خدمة الكسيب من اتصالات >مش بس كده< فرصة تكسب  5000جنيه كاش اسبوعيا مع خدمة الكسيب من اتصالات يوم ببلاش بعدين 50 قرش لليوم كلم #5040*"
567112,"عشان انت تهمنا ، اتصالات اختارت رقمك !كلم #64* حالا واعرف إزاى تحافظ على نفسك من الإصابة بفيروس الكورونا مع خدمة طبيبك من اتصالات هنعرفك كل أساليب التوعية من فيروس كورونا كلم #64* حالا ب 30 قرش يوميا أو 2.1 جنيه أسبوعيا #StaySafe"
567113,"كلم #30*15* ببلاش وهيجيلك كول تون "عيش يا قلبي" لـ ابو، يلا كلم #30*15* دلوقتي ببلاش. واستمتع بالكول تون بـ 5 ج/شهر."
567114,"<#>‏كود التأكيد على أنغامي: 0114
oenNFTw30jy"
567115,"للاستمتاع باحدى هذه الخدمات قم بالرد ب
1:سلفني
2:كول كولكت
3:كلمني"
567116,"سؤالي لابخصوص سماح ولا المحل انا عايزه اعرف لسبب ما فقول لان مش هزعل والله يعني اليوم زي بكره زي بعده العيد خلص بس احب اعرف"
567117,"ماهان عليك ترفع البلوك ع رغم انك مهونتش علياوكلمتك الصبح 
جاي اليوم بدون حورات ماما نزلت الصبح وفتحت المحل واناعايزه ارتب يومي"
567118,"هنام بقي تصبح ع خير يا بيبي 😛"
567119,"كنت برن اقولك كده وانا كمان هوريك وساختي بس مش هتعرف من بعيد لبعيد اهه يعني هتحس بس مش هتعرف أدام انت عايز توريني بقي يبقي اتحمل"
567120,"مفيش حاجه بتنفعني دي تضيع وقت وتسليه فقط ومش بندم بردوا اهه"
567121,"مش  بندم ولا هندم طول منا مش باجي عليك ومش هيعكنن عليا بردوا مش بضايق"
567122,"مش انت عملي بلوك انا بشوفلي جروب ع ايمو ادخل فيه واطلع وانت موجود هنا"
567123,"والعفو روح لطريقه واحده من المليون دول عشان انا مش منهم بقي"
567124,"خساره فيك تشوفني اصلا وأيوه هروح مع امي شوف استاذي الفاضل يجي بقي"
567125,"اه نسيت اقولك ابقي. ابعت ابيه رضابقي يستلم من سماح عشان انامش هنزل ماما لأن رايحين ل اسراء انا وماما واسماء الصبح عشان اسراء تعبانه"
567126,"يارب بس دودي وطنط وعمو يكونوا مبسوطين انك راضيتهم وحسستهم أن ال هناك دي ولا لها أي اهميه ولاتسوي لاهي ولا ال معها أو لما يكبر بقي"
567127,"لاكن لو جيت ع طول كده مش هتلاقي مني كل دا لاكن انت دي طبعتك بقي"
567128,"خد سابع وتامن كمان من عندي ايوه ماانت راجل انا قولت غير كده انت بس بتعمل حورات لو جيت معي ظهري من بدري وقولت لاكن اسلوبك وطريقتك حورات تقفل وتفتح وترد بكلمه وشويه متردتش تعبان ضغط ام رضا ختمت بااحمد"
567129,"نسيت اقولك أن والله ادم ال ماسك فون وبيقول اباومفتوح ف أيده فماما رنت ليك عشان تكلمه يعني اقسم بالله لو كان فونك مفتوح ماكنت انا اصلا"
567130,"يبقي ريحت وارتحت  بقي خليك جنب دودي عيد معها الرابع كمان  عشان هتفضل كده لحد ماتنزل البلد تاني اقفلها نت وفون عشان متقولكش ماسك فون لي"
567131,"فكك يابابا مني بقي واسمي رانيا مش مره لعلمك الحقيقه يضايقك ليه فكك بقي"
567132,"للبن ال تحت كانت بتجبلي حاجه كانت بتقول ف حدود ٣ك يجي ولا عنه ماجيه احنا مال أهلنا ال بيشيل قربه بتخر عليه  وبراحتها ولا براحتك صحيح انا هدوش نفسي ليه اصطفوا مع بعض انا متاكده من كده انت ماتقدرش اصلا"
567133,"بقولك هي سماح هتفتح بكره صح ولا ايه المفروض تفتح لوحدها وكده ولا المفروض انت اقولها اناقولت أذكرك لو تفتح وتتصل يبتاع للبن وكده يعني"
567134,"وممكن اعملك بلوك لوانا عايزه بس انامش بكلم حدفمش شاغل بالي الموضوع دا"
567135,"عادي انا متعوده دي حجه تلاقي بس عندك سهره ع واتس فقولت اتحجج وانا محترمه غصب عن اي حد بعدين سبت حد زي بعضه بنسبالي مش فارقه اصلا"
568978,"اهلا بيك فى فودافون الشبكة رقم 1
ليك 400 ميجا انترنت ببلاش عن طريق أنا فودافون، كمان هتقدر تتابع استهلاكك و رصيدك وتشغل باقات الانترنت استخدم تطبيق Ana Vodafone مجانا
http://vf.eg/anavf 
أو كلم #2000* للاشتراك فى باقات الانترنت"
568979,"اهلا بيك فى فودافون الشبكة رقم 1
ليك 400 ميجا انترنت ببلاش عن طريق أنا فودافون، كمان هتقدر تتابع استهلاكك و رصيدك وتشغل باقات الانترنت استخدم تطبيق Ana Vodafone مجانا
http://vf.eg/anavf 
أو كلم #2000* للاشتراك فى باقات الانترنت"
569730,"لمعرفة 1 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569732,"مبروك كسبت 50 دقيقة فودافون ببلاش لاخر اليوم عشان انت وفرت 9.85جنيه في شهر  اغسطس  من 365
كلم
*3651#
 عشان تستمتع ب 50 دقيقة ببلاش
وكمان كلم
*365# 
كل يوم عشان توفر اكتر وممكن تكسب حتي 500 دقيقة  فودافون كل شهر"
569734,"مبروك كسبت 100 ميجا لمدة 7 أيام علشان شحنت!
 وكمان هيجيلك لينك لأغنية مهرجان  للهضبة تسمعها من غير اعلانات على موقع أنغامي

لهديتك كلم #1* ببلاش قبل يوم 03-09

اشحن تاني ودور على أغنية يا بلدنا يا حلوة اللي هتغرقك ب20 جيجا ببلاش!
#شحنة_الصيف"
569736,"تم شحن 7ج رصيدك  اصبح  0.48ج."
569738,"ليك 450دقيقة لمدة 7أيام اشحن و هتكسب أنت وفريق010
#بالحب_اتجمعنا"
569740,"خليك في البيت ووفر مع عرض النت، استمتع بـ100 ميجا بـ00جنيه لمدة يوم  بالإضافة إلى باقتك الحالية!كلّم 
*211#  
الآن للتفعيل 
العرض ساري حتي يوم 05/09"
569742,"كروت الشحن موجودة بكل فئاتها على مكسب
أطلبها دلوقتى توصلك فى 24 ساعة"
569744,"الطلبية تمت بنجاح! بعد الطلبية دي أنت محقق 57% من هدفك الشهري وهو 15000.00ج!! يلا هانت فاضلك
6482.50ج وتكسب الـ 1.00% خصم على مسحوبات الشهر"
569746,"بنفكرك انك كسبت 10جنيه فلوس من فودافون كاش تستخدمها في شحن رصيدك. كلم #105* قبل 31-08-2020 واستمتع بهديتك."
569748,"إكسب 40ج رصيد بعد 5 رحلات بكود 40A5 حتى 5/09، رصيدك صالح لمدة 5 أيام."
569750,"جالك 10 دقائق هدية من فودافون!
اطلب #311* واتكلم ببلاش

وجرب حظك مع فودافون وعالم هنيدي
وفرصة تكسب 25 الف جنيه
*وجائزه كبرى*
250,000 جنيه
هتلعب 72ساعة ببلاش بعدين2جنيه لليوم
اطلب #311* ببلاش!"
569752,"كبّر باقتك و ادفع الفرق، 
كبّر باقتك إلى باقة 300 جنيه الشهريه 58000 ميجا و ادفع فقط100 جنيه زيادة لميعاد التجديد الحالى و هتستمتع كمان بضعف الباقة!كلّم 
*214#
.العرض سارى ليوم 03/09"
569754,"مبروك كسبت 10 جنيه علي محفظة فودافون كاش تشحن بيها رصيدك. افتح محفظة دلوقتي من مكانك ببطاقتك من خلال #9* أو التطبيق http://vf.eg/vfcash خلال 3 ايام. بعد الاشتراك اطلب #105* للاستمتاع بالهدية. للخروج من العرض ببلاش #0*105*"
569756,"بنفكرك انك كسبت 100 ميجا لمدة 7 أيام علشان شحنت!

لهديتك كلم #1* ب$Fees$$FEES_UNIT$ قبل يوم 30-08

اشحن تاني ودور على أغنية يا بلدنا يا حلوة اللي هتغرقك ب20 جيجا ببلاش !
#شحنة_الصيف
#عيش_مع_الهضبة"
569758,"عرض الأسبوع وصل! 
1 % خصم على إجمالى الفاتورة لحد 4 سبتمبر  لما تطلب 
1) 75ج دولفيين 
أو
2)  فاين
اطلب دلوقتى من التطبيق"
569760,"الطلبية تمت بنجاح! بعد الطلبية دي أنت محقق 52% من هدفك الشهري وهو 15000.00ج!! يلا هانت فاضلك
7184.95ج وتكسب الـ 1.00% خصم على مسحوبات الشهر"
569762,"مبروك كسبت 10جنيه فلوس على محفظتك اطلب #300*9* للاسمتاع بالهدية. الهدية صالحة لمدة 3 أيام ب1 قرش. #الكل كسبان على المحفظة رقم 1"
569764,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569766,"يلا اشحن ب 40 جنيه عشان يجيلك 2000 ميجا لمدة 7 أيام هدية!
#شحنة_الصيف"
569768,"عميلنا العزيز تم خصم 67 قرش ضريبة الدمغة"
569770,"ليك 15 وحدة تكلم بيهم ارقام فودافون وتدخل على النت لمدة 6 ساعات ببلاش
لهديتك كلم #10* أو ادخل على http://vf.eg/Team010 
علشان 1 من اللى فى فريقك كلمك الاسبوع اللى فات 15 دقيقة!
زود حبايبك فى فريقك من #2*10* علشان يجيلك هدية اكبر الجمعة اللي جاية!
#الجمعة_مع_فريق010"
569772,"مبروك كسبت 10جنيه فلوس على محفظتك اطلب #300*9* للاسمتاع بالهدية. الهدية صالحة لمدة 3 أيام ب1 قرش. #الكل كسبان على المحفظة رقم 1"
569774,"مبروك كسبت 10جنيه تسخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب#300*9* الهدية صالحة لآخر اليوم. وكل ما  تشحن، تدفع فواتير, تستقبل أو تحول فلوس لرقم جديد هتكسب هدية تانية"
569776,"لمبادا ب 95ج بدلا من97ج الكرتونة
متوفركل الأحجام والنكهات
 أطلب دلوقتى"
569778,"اقوى خصومات النت مع باقةSuperPass، 
58000 سوبر ميجا بـ150جنيه بس بدل 300 لمدة شهرين 
الميجا سوشيال او ستريمنج  ب1 سوبرميجا و باقى المواقع ب2 سوبرميجا!كلّم 
*211# 
.العرض سارى الى 01/09"
569780,"مبروك كسبت 100 ميجا لمدة 7 أيام علشان شحنت!
 وكمان هيجيلك لينك لأغنية أجمل عيون للهضبة تسمعها من غير اعلانات على موقع أنغامي

لهديتك كلم #1* ب$Fees$$FEES_UNIT$ قبل يوم 30-08

اشحن تاني ودور على أغنية يا بلدنا يا حلوة اللي هتغرقك ب20 جيجا ببلاش!
#شحنة_الصيف"
569782,"ليك 450دقيقة لمدة 7أيام اشحن و هتكسب أنت وفريق010
#بالحب_اتجمعنا"
569784,"تم شحن 7ج رصيدك  اصبح  0.90ج."
569786,"كبّر باقتك و ادفع الفرق،كبّر باقتك إلى باقةSuperPass 300 جنيه الشهريه 58000 سوبرميجا و ادفع فقط100 جنيه زيادة لميعاد التجديد الحالى و هتستمتع كمان بضعف الباقة!كلّم 
*3652# 
.العرض سارى لاخر اليوم"
569788,"انت شحنت ب 10 و جالك 100 ميجا
يلا اشحن ب 10 عشان يجيلك 100 ميجا  لمدة 7 أيام هدية!"
569790,"لمعرفة 2 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569792,"الحق عروض التوفير من 365! كلم *3651# وليك 200 دقيقة لأرقام فودافون لمدة 5ايام ب 2جنيه فصل عروضك http://vf.eg/cyg"
569795,"اتفرج ببلاش لأول مرة على حفلة عمرو دياب لصيف 2020 حصريا مع فودافون!
اطلب دلوقتي #44* ببلاش وهيوصلك لينك حفلة الهضبة!
كلم #44* مجانا وعيش مع الهضبة 3 أيام ببلاش وبعد كدة 1 جنيه بس لليوم وشوف الحفلة ببلاش"
569798,"كرتونة صابون ديتول 165جرام
ب ٤٥٥ ج بدلا من ٤٧٠ج !! 
أطلبها دلوقتى"
569801,"بنفكرك انك كسبت 10جنيه فلوس من فودافون كاش تستخدمها في شحن رصيدك. كلم #105* قبل 26-08-2020 واستمتع بهديتك."
569804,"شحنت باقة المارد 10 و معاك 450 فليكس تستخدمهم دقايق و رسايل لكل الشبكات و ميجابايتس صالحة لمدة 7 أيام ب7ج.
دقيقة الشبكات الأخري ب5 فليكسات من الباقة
كلم #87* لتحويل المتبقي من باقتك الي دقايق لكل الشبكات في اي وقت
تابع استهلاكك من #7*60*"
569807,"يرجى العلم أنه في حالة شحن كارت المارد 10ج للمرة الثالثة في خلال 7 أيام، سيتم انتهاء القيمة المتبقية من اول كارتين تم شحنهم من قبل"
569809,"مبروك كسبت 10 جنيه علي محفظة فودافون كاش تشحن بيها رصيدك. افتح محفظة دلوقتي من مكانك ببطاقتك من خلال #9* أو التطبيق http://vf.eg/vfcash خلال 3 ايام. بعد الاشتراك اطلب #105* للاستمتاع بالهدية. للخروج من العرض ببلاش #0*105*"
569811,"خليك في البيت ووفر مع عرض النت، استمتع بـ100 ميجا بـ00جنيه لمدة يوم  بالإضافة إلى باقتك الحالية!كلّم 
*211#  
الآن للتفعيل 
العرض ساري حتي يوم 27/08"
569813,"عميلنا العزيز تم خصم 67 قرش ضريبة الدمغة"
569815,"لمعرفة 2 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569817,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569819,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569821,"مبروك كسبت 10جنيه تسخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب#300*9* الهدية صالحة لآخر اليوم. وكل ما  تشحن، تدفع فواتير, تستقبل أو تحول فلوس لرقم جديد هتكسب هدية تانية"
569823,"سعر تونة دولفين المفتت أخضر ب 423ج بدلا من 430ج 
أطلبها دلوقتى"
569825,"لمعرفة 5 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569827,"دلوقتي ليك خصم %10 على 10 رحلات بحد 10ج للرحلة بكود EL35 لفترة محدودة."
569829,"دلوقتي ليك خصم %20 على 10 رحلات بحد 10ج للرحلة بكود EH35 لفترة محدودة."
569831,"بنفكرك انك كسبت 700 ميجا لمدة 7 أيام علشان شحنت!

لهديتك كلم #1* ب 25قرش  قبل 24-08

 جدد باقة فليكس وهيجيلك باقة  يعنى  سوبر ميجا مكملة معاك لمدة شهر ببلاش"
569833,"بنفكرك انك كسبت 140 ميجا لمدة 7 أيام علشان شحنت!

لهديتك كلم #1* ب 25قرش  قبل 24-08

 جدد باقة فليكس وهيجيلك باقة  يعنى  سوبر ميجا مكملة معاك لمدة شهر ببلاش"
569835,"المكالمة دي ب0.15ج رصيدك 27.60 كلم#1* لهدايا  #شحنة_الصيف"
569837,"خليك في البيت ووفر مع عرض النت، استمتع بـ100 ميجا بـ00جنيه لمدة يوم  بالإضافة إلى باقتك الحالية!كلّم 
*211#  
الآن للتفعيل 
العرض ساري حتي يوم 27/08"
569839,"تم تفعيل عرض باقة النت SuperPass 200 جنيه الشهرية. الأن تستمتع ب36000 سوبر ميجا ب100 جنيه كل شهر لمدة 1 شهر . لمتابعة استهلاكك زور http://vf.eg/internet"
569841,"خليك في البيت ووفر مع عرض النت، استمتع بـ100 ميجا بـ00جنيه لمدة يوم  بالإضافة إلى باقتك الحالية!كلّم 
*211#  
الآن للتفعيل 
العرض ساري حتي يوم 27/08"
569843,"لمعرفة 4 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569845,"بنفكرك انك كسبت 1140 ميجا لمدة 7 أيام علشان شحنت!

لهديتك كلم #1* ب 25قرش  قبل 23-08

 جدد باقة فليكس وهيجيلك باقة  يعنى  سوبر ميجا مكملة معاك لمدة شهر ببلاش"
569847,"لفترة محدودة 20 في المائه خصم لما تجدد باقة فليكس من فودافون كاش. اطلب #28*9* للتجديد دلوقتى."
569849,"لفترة محدودة 20 في المائه خصم لما تجدد باقة فليكس من فودافون كاش. اطلب #28*9* للتجديد دلوقتى."
569851,"تم تحويل 27.0جنيه من رقم 201021195272 ، رصيدك الحالي 127.75 جنيه"
569853,"يرجى التأكد من وجود رصيد كافى اليوم قبل منتصف الليل لتجديد عرض النت لباقة Super Pass بـ100ج بدل 200ج لمدة 1 شهر و ترحيل الميجابايتس المتبقية للشهر القادم عبر زيارةhttp://vf.eg/mi كلم #1* لهدايا كارت العزوة"
569855,"لمعرفة 2 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569857,"لمعرفة 1 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569859,"خصمك الأسبوعى وصل !
1 % على إجمالى الفاتورة  ل28/8 لما تطلب
1) 75ج ديتول
أو 
2) 100ج برسيل
أطلب دلوقتى من التطبيق"
569861,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569863,"مبروك كسبت 700 ميجا لمدة 7 أيام علشان شحنت!
و كمان أغنية قمرين للهضبة تسمعها من غير اعلانات على موقع أنغامى

لهديتك كلم #1* ب 25قرش  قبل 24-08

جدد باقة فليكس و هيجيلك باقة  يعنى  سوبر ميجا مكملة معاك شهر ببلاش 
#شحنة_الصيف"
569865,"مبروك كسبت 140 ميجا لمدة 7 أيام علشان شحنت!
و كمان أغنية أجمل عيون للهضبة تسمعها من غير اعلانات على موقع أنغامى

لهديتك كلم #1* ب 25قرش  قبل 24-08

جدد باقة فليكس و هيجيلك باقة  يعنى  سوبر ميجا مكملة معاك شهر ببلاش 
#شحنة_الصيف"
569867,"انت الأن تستمتع ب10جنيه دقائق لفودافون وميجابيتس سعرالوحدة 20 قرش. وكل ما تشحن، تدفع فواتير أو تحول فلوس لرقم جديد هتكسب هدية تانية. #الكل كسبان على المحفظة رقم 1"
569869,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569871,"تم شحن10ج و رصيدك90.74ج شحنة الصيف من فودافون  هتغرقك بأغاني عمرو دياب و انترنت عشان تقضيها الصيف دة عالنت استني رسالة بالتفاصيل"
569873,"مبروك كسبت 10جنيه تسخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب#300*9* الهدية صالحة لآخر اليوم. وكل ما  تشحن، تدفع فواتير, تستقبل أو تحول فلوس لرقم جديد هتكسب هدية تانية"
569875,"مبروك كسبت 10جنيه تستخدمها دقائق لفودافون وميجابيتس ب20قرش الوحدة للاستمتاع بالعرض اطلب #300*9* الهدية صالحة لمدة يوم. #الكل كسبان على المحفظة رقم 1"
569877,"Your missed call information has been cleared due to no retrieval"
569879,"جالك 10 دقائق هدية من فودافون!
اطلب #311* واتكلم ببلاش

وجرب حظك مع فودافون وعالم هنيدي
وفرصة تكسب 25 الف جنيه
*وجائزه كبرى*
250,000 جنيه
هتلعب 72ساعة ببلاش بعدين2جنيه لليوم
اطلب #311* ببلاش!"
569881,"ليك 10 وحدة تكلم بيهم ارقام فودافون وتدخل على النت لمدة 6 ساعات ببلاش
لهديتك كلم #10* أو ادخل على http://vf.eg/Team010 
علشان 1 من اللى فى فريقك كلمك الاسبوع اللى فات 10 دقيقة!
زود حبايبك فى فريقك من #2*10* علشان يجيلك هدية اكبر الجمعة اللي جاية!
#الجمعة_مع_فريق010"
569883,"لمعرفة 1 مكالمات لم تصلك كلم #3*010* والحق عرض للخدمة"
569885,"عميلنا العزيز، كلمة السر المؤقتة هي "92797038" . برجاء التعامل معها على أنها سرية، شركة فودافون مصر لن تطلبها منك أبدا."
569887,"Dear Customer, your temp password is "92797038" .Please treat it as confidential, Vodafone Egypt will never ask you for it."
569889,"يرجى التأكد من وجود رصيد كافى غدا قبل منتصف الليل لتجديد عرض النت لباقة Super Pass بـ100ج بدل 200ج لمدة 1 شهر و ترحيل الميجابايتس المتبقية للشهر القادم عبر زيارةhttp://vf.eg/mi كلم #1* لهدايا كارت العزوة"
569891,"مبروك كسبت 1140 ميجا لمدة 7 أيام علشان شحنت!
و كمان أغنية مهرجان  للهضبة تسمعها من غير اعلانات على موقع أنغامى

لهديتك كلم #1* ب 25قرش  قبل 23-08

جدد باقة فليكس و هيجيلك باقة  يعنى  سوبر ميجا مكملة معاك شهر ببلاش 
#شحنة_الصيف"
